"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
619,"Neighbors Charade","A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park",2006,1,3,0.99,161,20.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':19 'amus':20 'astronaut':11 'charad':2 'crocodil':8 'fanci':4 'feminist':16 'must':13 'neighbor':1 'outrac':14 'park':21 'reflect':5"
620,"Nemo Campus","A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse",2006,1,5,2.99,131,23.99,"NC-17","2013-05-26 14:50:58.951","{Trailers}","'campus':2 'lacklustur':4 'manhattan':19 'monkey':8 'must':13 'nemo':1 'outrac':14 'penthous':20 'reflect':5 'squirrel':11 'woman':16"
622,"Newsies Story","A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico",2006,1,4,0.99,159,25.99,"G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'action':5 'action-pack':4 'charact':7 'dog':11 'gulf':22 'lumberjack':14 'mexico':24 'moos':19 'must':16 'newsi':1 'outrac':17 'pack':6 'stori':2 'studi':8"
624,"Nightmare Chill","A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft",2006,1,3,4.99,149,25.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'brilliant':4 'butler':11 'chill':2 'display':5 'fight':14 'mine':20 'must':13 'nightmar':1 'robot':8 'shaft':21 'waitress':16"
628,"Northwest Polish","A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback",2006,1,5,2.99,172,24.99,"PG","2013-05-26 14:50:58.951","{Trailers}","'bore':4 'boy':9 'charact':5 'must':15 'northwest':1 'outback':21 'outrac':16 'polish':2 'shark':13 'studi':6 'woman':18"
629,"Notorious Reunion","A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon",2006,1,7,0.99,128,9.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'baloon':19 'epistl':5 'fight':14 'hunter':16 'must':13 'notori':1 'reunion':2 'squirrel':11 'woman':8"
632,"Nuts Ties","A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California",2006,1,5,4.99,145,10.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'california':18 'drama':5 'explor':8 'meet':14 'must':13 'nut':1 'teacher':16 'thought':4 'tie':2 'woman':11"
636,"Oleander Clue","A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat",2006,1,5,0.99,161,12.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boat':21 'bore':4 'clue':2 'forens':16 'jet':20 'monkey':11 'must':13 'oleand':1 'psychologist':17 'stori':5 'succumb':14 'teacher':8"
637,"Open African","A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat",2006,1,7,4.99,131,16.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'african':2 'agent':9 'boat':22 'car':17 'discov':15 'drama':5 'explor':12 'lacklustur':4 'must':14 'open':1 'secret':8 'u':21 'u-boat':20"
638,"Operation Operation","A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China",2006,1,7,2.99,156,23.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'charact':5 'china':20 'frisbe':12 'intrepid':4 'madman':17 'man':9 'must':14 'oper':1,2 'overcom':15 'studi':6"
642,"Order Betrayed","A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert",2006,1,7,2.99,120,13.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'amaz':4 'betray':2 'cat':17 'challeng':15 'desert':21 'dog':8 'must':14 'order':1 'saga':5 'sahara':20 'shark':12"
643,"Orient Closer","A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert",2006,1,3,2.99,118,22.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'astound':4 'closer':2 'desert':21 'epistl':5 'fight':15 'must':14 'orient':1 'sahara':20 'squirrel':17 'teacher':12 'technic':8 'writer':9"
645,"Others Soup","A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico",2006,1,7,2.99,118,18.99,"PG","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'cow':9 'documentari':5 'gulf':20 'lacklustur':4 'mad':8 'madman':12 'mexico':22 'moos':17 'must':14 'other':1 'sink':15 'soup':2"
646,"Outbreak Divine","A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat",2006,1,6,0.99,169,12.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'boat':23 'databas':8 'divin':2 'must':14 'outbreak':1 'shark':18 'succumb':15 'u':22 'u-boat':21 'unbeliev':4 'woman':12 'yarn':5"
647,"Outfield Massacre","A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India",2006,1,4,0.99,129,18.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'administr':18 'agent':12 'ancient':20 'databas':17 'drama':5 'husband':8 'india':21 'massacr':2 'must':14 'outfield':1 'pursu':15 'secret':11 'thought':4"
648,"Outlaw Hanky","A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert",2006,1,7,4.99,148,17.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'astronaut':8 'compos':11 'conquer':14 'desert':20 'dog':16 'hanki':2 'must':13 'outlaw':1 'sahara':19 'stori':5 'thought':4"
650,"Pacific Amistad","A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse",2006,1,3,0.99,144,27.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'amistad':2 'chef':17 'dog':8 'kill':14 'manhattan':20 'moos':11 'must':13 'pacif':1 'pastri':16 'penthous':21 'thrill':4 'yarn':5"
652,"Pajama Jawbreaker","A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California",2006,1,3,0.99,126,14.99,"R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'boy':8 'california':20 'drama':5 'emot':4 'jawbreak':2 'must':14 'pajama':1 'redeem':15 'sumo':17 'technic':11 'wrestler':18 'writer':12"
656,"Papi Necklace","A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan",2006,1,3,0.99,128,9.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'car':8 'display':5 'escap':14 'fanci':4 'japan':19 'monkey':11 'must':13 'necklac':2 'papi':1 'squirrel':16"
658,"Paris Weekend","A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback",2006,1,7,2.99,121,19.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'crocodil':11 'defeat':14 'intrepid':4 'monkey':16 'must':13 'outback':19 'pari':1 'squirrel':8 'stori':5 'weekend':2"
661,"Past Suicides","A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery",2006,1,5,4.99,157,17.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':11 'challeng':14 'hunter':16 'intrepid':4 'madman':8 'monasteri':19 'must':13 'past':1 'suicid':2 'tale':5"
662,"Paths Control","A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China",2006,1,3,4.99,118,9.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'ancient':18 'astound':4 'butler':8 'cat':11 'china':19 'control':2 'documentari':5 'find':14 'frisbe':16 'must':13 'path':1"
665,"Patton Interview","A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin",2006,1,4,2.99,175,22.99,"PG","2013-05-26 14:50:58.951","{Commentaries}","'agent':12 'berlin':19 'cat':17 'compos':8 'documentari':5 'interview':2 'must':14 'patton':1 'secret':11 'succumb':15 'thrill':4"
666,"Paycheck Wait","A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert",2006,1,4,4.99,145,27.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boy':10 'desert':22 'discov':16 'inspir':6 'man':13 'moos':18 'must':15 'paycheck':1 'reflect':7 'sahara':21 'wait':2"
667,"Peach Innocent","A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin",2006,1,3,2.99,160,20.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'berlin':20 'butler':18 'chase':16 'dentist':13 'drama':7 'innoc':2 'monkey':10 'must':15 'pack':6 'peach':1"
673,"Personal Ladybugs","A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan",2006,1,3,0.99,118,19.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'cat':17 'conquer':15 'epic':4 'hunter':8 'japan':20 'ladybug':2 'must':14 'person':1 'saga':5 'technic':11 'writer':12"
676,"Philadelphia Wife","A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert",2006,1,7,4.99,137,16.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':17 'astronaut':11 'conquer':14 'databas':16 'desert':21 'hunter':8 'must':13 'philadelphia':1 'sahara':20 'taut':4 'wife':2 'yarn':5"
677,"Pianist Outfield","A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery",2006,1,6,0.99,136,25.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'boy':8 'intrepid':4 'lumberjack':17 'monasteri':20 'must':14 'outfield':2 'pianist':1 'pursu':15 'stori':5 'technic':11 'writer':12"
682,"Pittsburgh Hunchback","A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia",2006,1,4,4.99,134,17.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'boat':11 'boy':8 'epistl':5 'find':14 'georgia':19 'hunchback':2 'must':13 'pittsburgh':1 'soviet':18 'student':16 'thrill':4"
684,"Pizza Jumanji","A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat",2006,1,4,2.99,173,11.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries}","'boat':21 'cat':8 'epic':4 'jumanji':2 'must':13 'outgun':14 'pizza':1 'robot':16 'saga':5 'squirrel':11 'u':20 'u-boat':19"
685,"Platoon Instinct","A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia",2006,1,6,4.99,132,10.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'australia':18 'instinct':2 'man':8 'must':13 'panorama':5 'platoon':1 'reach':14 'thrill':4 'woman':11,16"
687,"Pocus Pulp","A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory",2006,1,6,0.99,138,15.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':16 'baloon':19 'build':14 'dog':11 'factori':20 'frisbe':8 'intrepid':4 'must':13 'pocus':1 'pulp':2 'yarn':5"
689,"Pollock Deliverance","A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert",2006,1,5,2.99,137,14.99,"PG","2013-05-26 14:50:58.951","{Commentaries}","'boat':16 'deliver':2 'desert':20 'frisbe':11 'intrepid':4 'madman':8 'must':13 'outgun':14 'pollock':1 'sahara':19 'stori':5"
690,"Pond Seattle","A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China",2006,1,7,2.99,185,25.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':18 'battl':14 'boat':11 'china':19 'drama':5 'feminist':16 'must':13 'pond':1 'seattl':2 'stun':4 'teacher':8"
691,"Poseidon Forever","A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",2006,1,6,4.99,159,29.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries}","'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8"
692,"Potluck Mixed","A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon",2006,1,3,2.99,179,10.99,"G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'beauti':4 'dog':8 'mix':2 'must':14 'outgun':15 'potluck':1 'stori':5 'student':17 'technic':11 'writer':12"
695,"President Bang","A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia",2006,1,6,4.99,144,12.99,"PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'bang':2 'battl':15 'fate':4 'georgia':20 'moos':12 'must':14 'panorama':5 'presid':1 'robot':17 'soviet':19 'technic':8 'writer':9"
701,"Psycho Shrunk","A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria",2006,1,5,2.99,155,11.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'crocodil':8 'explor':11 'fight':14 'husband':16 'must':13 'nigeria':18 'panorama':5 'psycho':1 'shrunk':2"
704,"Pure Runner","A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse",2006,1,3,2.99,121,25.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'challeng':14 'documentari':5 'madman':11 'manhattan':19 'must':13 'penthous':20 'pure':1 'runner':2 'squirrel':16 'student':8 'thought':4"
706,"Queen Luke","A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans",2006,1,5,4.99,163,22.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'boy':11 'challeng':14 'compos':16 'girl':8 'luke':2 'must':13 'new':18 'orlean':19 'queen':1 'stori':5"
707,"Quest Mussolini","A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory",2006,1,5,2.99,177,29.99,"R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':21 'battl':15 'chef':18 'drama':5 'factori':22 'fate':4 'husband':8 'mussolini':2 'must':14 'pastri':17 'quest':1 'sumo':11 'wrestler':12"
709,"Racer Egg","A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California",2006,1,7,2.99,147,19.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'agent':17 'california':19 'display':5 'egg':2 'emot':4 'monkey':8 'must':13 'racer':1 'reach':14 'secret':16 'waitress':11"
710,"Rage Games","A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park",2006,1,4,4.99,120,18.99,"R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':22 'agent':14 'amus':23 'astronaut':10 'escap':17 'fast':5 'fast-pac':4 'game':2 'hunter':19 'must':16 'pace':6 'park':24 'rage':1 'saga':7 'secret':13"
711,"Raging Airplane","A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat",2006,1,4,4.99,154,18.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'agent':9 'airplan':2 'astound':4 'boat':23 'display':5 'escap':16 'jet':22 'mad':18 'must':15 'rage':1 'scientist':19 'secret':8 'technic':12 'writer':13"
715,"Range Moonwalker","A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon",2006,1,3,4.99,147,25.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'baloon':19 'confront':14 'crocodil':16 'dentist':11 'documentari':5 'hunter':8 'insight':4 'moonwalk':2 'must':13 'rang':1"
716,"Reap Unfaithful","A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention",2006,1,6,2.99,136,26.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'challeng':15 'compos':8 'convent':22 'cow':18 'epistl':5 'mad':17 'must':14 'mysql':21 'reap':1 'sumo':11 'thrill':4 'unfaith':2 'wrestler':12"
719,"Records Zorro","A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback",2006,1,7,4.99,182,11.99,"PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'build':15 'compos':12 'drama':5 'husband':17 'mad':8 'must':14 'outback':20 'record':1 'scientist':9 'zorro':2"
720,"Redemption Comforts","A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China",2006,1,3,2.99,179,20.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'battl':14 'china':20 'comfort':2 'dentist':8 'documentari':5 'emot':4 'mad':16 'must':13 'redempt':1 'scientist':17 'woman':11"
721,"Reds Pocus","A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia",2006,1,7,4.99,182,23.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'georgia':20 'lacklustur':4 'monkey':17 'must':14 'pocus':2 'red':1 'redeem':15 'soviet':19 'squirrel':12 'sumo':8 'wrestler':9 'yarn':5"
722,"Reef Salute","A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon",2006,1,5,0.99,123,26.99,"NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':21 'battl':16 'dentist':18 'lumberjack':13 'must':15 'pack':6 'reef':1 'saga':7 'salut':2 'teacher':10"
725,"Requiem Tycoon","A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery",2006,1,6,4.99,167,25.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':13 'cat':9 'charact':5 'databas':12 'monasteri':21 'must':15 'pursu':16 'requiem':1 'studi':6 'teacher':18 'tycoon':2 'unbeliev':4"
727,"Resurrection Silverado","A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention",2006,1,6,0.99,117,12.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'challeng':14 'convent':20 'epic':4 'explor':11 'girl':16 'must':13 'mysql':19 'resurrect':1 'robot':8 'silverado':2 'yarn':5"
729,"Rider Caddyshack","A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria",2006,1,5,2.99,177,28.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'caddyshack':2 'chase':14 'monkey':8 'moos':16 'must':13 'nigeria':18 'reflect':5 'rider':1 'taut':4 'woman':11"
731,"Right Cranes","A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat",2006,1,7,4.99,153,29.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':18 'boat':9,22 'cat':12 'charact':5 'crane':2 'databas':17 'fate':4 'find':15 'jet':21 'must':14 'right':1 'studi':6"
733,"River Outlaw","A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention",2006,1,4,0.99,149,29.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries}","'charact':5 'convent':21 'face':15 'hunter':17 'lumberjack':12 'must':14 'mysql':20 'outlaw':2 'river':1 'squirrel':9 'studi':6 'thrill':4"
734,"Road Roxanne","A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan",2006,1,4,4.99,158,12.99,"R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':19 'astronaut':12 'bore':4 'charact':5 'crocodil':17 'fight':15 'japan':20 'must':14 'road':1 'roxann':2 'studi':6 'waitress':9"
736,"Robbery Bright","A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan",2006,1,4,0.99,134,21.99,"R","2013-05-26 14:50:58.951","{Trailers}","'ancient':18 'boat':16 'bright':2 'fight':14 'japan':19 'must':13 'reflect':5 'robberi':1 'robot':8 'squirrel':11 'taut':4"
738,"Rocketeer Mother","A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank",2006,1,3,0.99,178,27.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'charact':7 'discov':18 'inspir':6 'mother':2 'must':17 'robot':11 'rocket':1 'shark':23 'studi':8 'sumo':14 'tank':24 'woman':20 'wrestler':15"
739,"Rocky War","A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria",2006,1,4,4.99,145,17.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'display':7 'explor':13 'fast':5 'fast-pac':4 'mad':18 'must':15 'nigeria':21 'outgun':16 'pace':6 'rocki':1 'scientist':19 'squirrel':10 'war':2"
740,"Rollercoaster Bringing","A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank",2006,1,5,2.99,153,13.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'beauti':4 'bring':2 'discov':14 'drama':5 'lumberjack':11 'must':13 'robot':8 'rollercoast':1 'shark':20 'tank':21 'technic':16 'writer':17"
745,"Roses Treasure","A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station",2006,1,5,4.99,162,23.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':12 'astound':4 'defeat':15 'first':20 'man':21 'monkey':8 'must':14 'panorama':5 'rose':1 'secret':11 'space':22 'station':23 'treasur':2 'woman':17"
746,"Rouge Squad","A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia",2006,1,3,0.99,118,10.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':10 'australia':21 'awe':5 'awe-inspir':4 'conquer':16 'drama':7 'frisbe':13 'inspir':6 'mad':18 'must':15 'roug':1 'scientist':19 'squad':2"
747,"Roxanne Rebel","A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback",2006,1,5,0.99,171,9.99,"R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':13 'astound':4 'chef':9 'databas':12 'fight':16 'man':18 'must':15 'outback':21 'pastri':8 'rebel':2 'roxann':1 'stori':5"
749,"Rules Human","A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House",2006,1,6,4.99,153,19.99,"R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'astronaut':8 'beauti':4 'confront':14 'epistl':5 'fun':20 'hous':21 'human':2 'monkey':16 'must':13 'rule':1 'student':11"
750,"Run Pacific","A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention",2006,1,3,0.99,145,25.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'cat':8 'chef':12,18 'conquer':15 'convent':22 'must':14 'mysql':21 'pacif':2 'pastri':11,17 'run':1 'tale':5 'touch':4"
751,"Runaway Tenenbaums","A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House",2006,1,6,0.99,181,17.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries}","'abandon':19 'boat':8,16 'documentari':5 'fun':20 'hous':21 'man':11 'meet':14 'must':13 'runaway':1 'tenenbaum':2 'thought':4"
754,"Rushmore Mermaid","A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank",2006,1,6,2.99,150,17.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'bore':4 'husband':16 'mermaid':2 'moos':11 'must':13 'reach':14 'rushmor':1 'shark':19 'stori':5 'tank':20 'woman':8"
758,"Saints Bride","A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico",2006,1,5,2.99,125,11.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bride':2 'compos':12 'explor':17 'fate':4 'gulf':20 'mexico':22 'must':14 'pursu':15 'saint':1 'tale':5 'technic':8 'writer':9"
761,"Santa Paris","A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory",2006,1,7,2.99,154,23.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'baloon':20 'car':11 'cow':17 'documentari':5 'emot':4 'factori':21 'mad':16 'moos':8 'must':13 'pari':2 'redeem':14 'santa':1"
762,"Sassy Packer","A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse",2006,1,6,0.99,154,29.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'documentari':7 'dog':10 'fast':5 'fast-pac':4 'find':16 'manhattan':21 'moos':18 'must':15 'pace':6 'packer':2 'penthous':22 'sassi':1 'teacher':13"
764,"Saturday Lambs","A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon",2006,1,3,4.99,150,28.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'baloon':20 'husband':17 'kill':15 'lamb':2 'mad':8 'moos':12 'must':14 'reflect':5 'saturday':1 'scientist':9 'thought':4"
765,"Saturn Name","A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin",2006,1,7,4.99,182,18.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'berlin':18 'boy':11 'butler':8 'epistl':5 'fate':4 'must':13 'name':2 'redeem':14 'saturn':1 'teacher':16"
767,"Scalawag Duck","A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery",2006,1,6,4.99,183,13.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'car':8 'confront':14 'duck':2 'fate':4 'monasteri':19 'must':13 'reflect':5 'scalawag':1 'teacher':11 'waitress':16"
769,"School Jacket","A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse",2006,1,5,4.99,151,21.99,"PG-13","2013-05-26 14:50:58.951","{Trailers}","'boy':11 'compos':16 'fight':14 'intrepid':4 'jacket':2 'manhattan':19 'monkey':8 'must':13 'penthous':20 'school':1 'yarn':5"
770,"Scissorhands Slums","A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies",2006,1,5,2.99,147,13.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'canadian':22 'drama':7 'feminist':19 'girl':10 'inspir':6 'meet':17 'must':16 'rocki':23 'scissorhand':1 'slum':2 'technic':13 'writer':14"
